Date	Date (UTC)	Month	Day	Hour (UTC)	wetweight_g
296.75	10/24/13	10	24	18	0.703306419
296.79	10/24/13	10	24	19	0.703402674
296.83	10/24/13	10	24	20	0.70349876
296.87	10/24/13	10	24	21	0.703594675
296.92	10/24/13	10	24	22	0.703690416
296.96	10/24/13	10	24	23	0.703785981
297	10/25/13	10	25	0	0.703881368
297.04	10/25/13	10	25	1	0.703976574
297.08	10/25/13	10	25	2	0.704071596
297.12	10/25/13	10	25	3	0.704166432
297.17	10/25/13	10	25	4	0.704261079
297.21	10/25/13	10	25	5	0.704355536
297.25	10/25/13	10	25	6	0.704449355
297.29	10/25/13	10	25	7	0.704538798
297.33	10/25/13	10	25	8	0.704623127
297.37	10/25/13	10	25	9	0.704702467
297.42	10/25/13	10	25	10	0.704776944
297.46	10/25/13	10	25	11	0.704846684
297.5	10/25/13	10	25	12	0.704911809
297.54	10/25/13	10	25	13	0.704972442
297.58	10/25/13	10	25	14	0.705028705
297.62	10/25/13	10	25	15	0.705080717
297.67	10/25/13	10	25	16	0.705128597
297.71	10/25/13	10	25	17	0.705172463
297.75	10/25/13	10	25	18	0.705212431
297.79	10/25/13	10	25	19	0.705248618
297.83	10/25/13	10	25	20	0.705281137
297.87	10/25/13	10	25	21	0.705310101
297.92	10/25/13	10	25	22	0.705335623
297.96	10/25/13	10	25	23	0.705357813
298	10/26/13	10	26	0	0.705376781
298.04	10/26/13	10	26	1	0.705392635
298.08	10/26/13	10	26	2	0.705405483
298.12	10/26/13	10	26	3	0.705415432
298.17	10/26/13	10	26	4	0.705422585
298.21	10/26/13	10	26	5	0.705427048
298.25	10/26/13	10	26	6	0.705428923
298.29	10/26/13	10	26	7	0.705428311
298.33	10/26/13	10	26	8	0.705425313
298.37	10/26/13	10	26	9	0.705420028
298.42	10/26/13	10	26	10	0.705412555
298.46	10/26/13	10	26	11	0.70540299
298.5	10/26/13	10	26	12	0.70539143
298.54	10/26/13	10	26	13	0.705377969
298.58	10/26/13	10	26	14	0.7053627
298.62	10/26/13	10	26	15	0.705345716
298.67	10/26/13	10	26	16	0.705327109
298.71	10/26/13	10	26	17	0.705306968
298.75	10/26/13	10	26	18	0.705285382
298.79	10/26/13	10	26	19	0.705262439
298.83	10/26/13	10	26	20	0.705238226
298.87	10/26/13	10	26	21	0.705212828
298.92	10/26/13	10	26	22	0.70518633
298.96	10/26/13	10	26	23	0.705158815
299	10/27/13	10	27	0	0.705130364
299.04	10/27/13	10	27	1	0.705101059
299.08	10/27/13	10	27	2	0.70507098
299.12	10/27/13	10	27	3	0.705040204
299.17	10/27/13	10	27	4	0.70500881
299.21	10/27/13	10	27	5	0.704976874
299.25	10/27/13	10	27	6	0.70494447
299.29	10/27/13	10	27	7	0.704911673
299.33	10/27/13	10	27	8	0.704878556
299.37	10/27/13	10	27	9	0.70484519
299.42	10/27/13	10	27	10	0.704811645
299.46	10/27/13	10	27	11	0.704777992
299.5	10/27/13	10	27	12	0.704744298
299.54	10/27/13	10	27	13	0.704710631
299.58	10/27/13	10	27	14	0.704677056
299.62	10/27/13	10	27	15	0.704643638
299.67	10/27/13	10	27	16	0.70461044
299.71	10/27/13	10	27	17	0.704577526
299.75	10/27/13	10	27	18	0.704544956
299.79	10/27/13	10	27	19	0.70451279
299.83	10/27/13	10	27	20	0.704481088
299.87	10/27/13	10	27	21	0.704449908
299.92	10/27/13	10	27	22	0.704419305
299.96	10/27/13	10	27	23	0.704389336
300	10/28/13	10	28	0	0.704360055
300.04	10/28/13	10	28	1	0.704331515
300.08	10/28/13	10	28	2	0.704303769
300.12	10/28/13	10	28	3	0.704276866
300.17	10/28/13	10	28	4	0.704250858
300.21	10/28/13	10	28	5	0.704225792
300.25	10/28/13	10	28	6	0.704201716
300.29	10/28/13	10	28	7	0.704178677
300.33	10/28/13	10	28	8	0.704156719
300.37	10/28/13	10	28	9	0.704135886
300.42	10/28/13	10	28	10	0.704116222
300.46	10/28/13	10	28	11	0.704097768
300.5	10/28/13	10	28	12	0.704080565
300.54	10/28/13	10	28	13	0.704064652
300.58	10/28/13	10	28	14	0.704050067
300.62	10/28/13	10	28	15	0.704036848
300.67	10/28/13	10	28	16	0.70402503
300.71	10/28/13	10	28	17	0.704014648
300.75	10/28/13	10	28	18	0.704005736
300.79	10/28/13	10	28	19	0.703998326
300.83	10/28/13	10	28	20	0.70399245
300.87	10/28/13	10	28	21	0.703988137
300.92	10/28/13	10	28	22	0.703985417
300.96	10/28/13	10	28	23	0.703984319
301	10/29/13	10	29	0	0.703984867
301.04	10/29/13	10	29	1	0.703987089
301.08	10/29/13	10	29	2	0.703991008
301.12	10/29/13	10	29	3	0.703996648
301.17	10/29/13	10	29	4	0.70400403
301.21	10/29/13	10	29	5	0.704013177
301.25	10/29/13	10	29	6	0.704024107
301.29	10/29/13	10	29	7	0.704036839
301.33	10/29/13	10	29	8	0.704051391
301.37	10/29/13	10	29	9	0.704067779
301.42	10/29/13	10	29	10	0.704086019
301.46	10/29/13	10	29	11	0.704106124
301.5	10/29/13	10	29	12	0.704128107
301.54	10/29/13	10	29	13	0.704151981
301.58	10/29/13	10	29	14	0.704177755
301.62	10/29/13	10	29	15	0.704205439
301.67	10/29/13	10	29	16	0.704235041
301.71	10/29/13	10	29	17	0.704266569
301.75	10/29/13	10	29	18	0.704300029
301.79	10/29/13	10	29	19	0.704335425
301.83	10/29/13	10	29	20	0.704372761
301.87	10/29/13	10	29	21	0.70441204
301.92	10/29/13	10	29	22	0.704453262
301.96	10/29/13	10	29	23	0.704496429
302	10/30/13	10	30	0	0.704541539
302.04	10/30/13	10	30	1	0.704588591
302.08	10/30/13	10	30	2	0.70463758
302.12	10/30/13	10	30	3	0.704688503
302.17	10/30/13	10	30	4	0.704741353
302.21	10/30/13	10	30	5	0.704796126
302.25	10/30/13	10	30	6	0.704852811
302.29	10/30/13	10	30	7	0.704911402
302.33	10/30/13	10	30	8	0.704971886
302.37	10/30/13	10	30	9	0.705034254
302.42	10/30/13	10	30	10	0.705098492
302.46	10/30/13	10	30	11	0.705164588
302.5	10/30/13	10	30	12	0.705232525
302.54	10/30/13	10	30	13	0.70530229
302.58	10/30/13	10	30	14	0.705373863
302.62	10/30/13	10	30	15	0.705447228
302.67	10/30/13	10	30	16	0.705522364
302.71	10/30/13	10	30	17	0.705599252
302.75	10/30/13	10	30	18	0.705677869
302.79	10/30/13	10	30	19	0.705758193
302.83	10/30/13	10	30	20	0.7058402
302.87	10/30/13	10	30	21	0.705923864
302.92	10/30/13	10	30	22	0.70600916
302.96	10/30/13	10	30	23	0.70609606
303	10/31/13	10	31	0	0.706184536
303.04	10/31/13	10	31	1	0.706274557
303.08	10/31/13	10	31	2	0.706366092
303.12	10/31/13	10	31	3	0.706459111
303.17	10/31/13	10	31	4	0.706553579
303.21	10/31/13	10	31	5	0.706649463
303.25	10/31/13	10	31	6	0.706746726
303.29	10/31/13	10	31	7	0.706845332
303.33	10/31/13	10	31	8	0.706945244
303.37	10/31/13	10	31	9	0.707046422
303.42	10/31/13	10	31	10	0.707148826
303.46	10/31/13	10	31	11	0.707252415
303.5	10/31/13	10	31	12	0.707357147
303.54	10/31/13	10	31	13	0.707462978
303.58	10/31/13	10	31	14	0.707569863
303.62	10/31/13	10	31	15	0.707677757
303.67	10/31/13	10	31	16	0.707786612
303.71	10/31/13	10	31	17	0.707896381
303.75	10/31/13	10	31	18	0.708007013
303.79	10/31/13	10	31	19	0.708118459
303.83	10/31/13	10	31	20	0.708230667
303.87	10/31/13	10	31	21	0.708343584
303.92	10/31/13	10	31	22	0.708457156
303.96	10/31/13	10	31	23	0.708571329
304	11/1/13	11	1	0	0.708686045
304.04	11/1/13	11	1	1	0.708801248
304.08	11/1/13	11	1	2	0.708916878
304.12	11/1/13	11	1	3	0.709032877
304.17	11/1/13	11	1	4	0.709149184
304.21	11/1/13	11	1	5	0.709265736
304.25	11/1/13	11	1	6	0.70938247
304.29	11/1/13	11	1	7	0.709499322
304.33	11/1/13	11	1	8	0.709616227
304.37	11/1/13	11	1	9	0.709733118
304.42	11/1/13	11	1	10	0.709849927
304.46	11/1/13	11	1	11	0.709966585
304.5	11/1/13	11	1	12	0.710083023
304.54	11/1/13	11	1	13	0.710199168
304.58	11/1/13	11	1	14	0.71031495
304.62	11/1/13	11	1	15	0.710430293
304.67	11/1/13	11	1	16	0.710545124
304.71	11/1/13	11	1	17	0.710659367
304.75	11/1/13	11	1	18	0.710772944
304.79	11/1/13	11	1	19	0.710885778
304.83	11/1/13	11	1	20	0.710997789
304.87	11/1/13	11	1	21	0.711108897
304.92	11/1/13	11	1	22	0.711219021
304.96	11/1/13	11	1	23	0.711328077
305	11/2/13	11	2	0	0.711435982
305.04	11/2/13	11	2	1	0.71154265
305.08	11/2/13	11	2	2	0.711647996
305.12	11/2/13	11	2	3	0.711751932
305.17	11/2/13	11	2	4	0.71185437
305.21	11/2/13	11	2	5	0.711955219
305.25	11/2/13	11	2	6	0.71205439
305.29	11/2/13	11	2	7	0.712152576
305.33	11/2/13	11	2	8	0.712250706
305.37	11/2/13	11	2	9	0.712348786
305.42	11/2/13	11	2	10	0.712446819
305.46	11/2/13	11	2	11	0.712544805
305.5	11/2/13	11	2	12	0.712642749
305.54	11/2/13	11	2	13	0.712740652
305.58	11/2/13	11	2	14	0.712838516
305.62	11/2/13	11	2	15	0.712936345
305.67	11/2/13	11	2	16	0.713034139
305.71	11/2/13	11	2	17	0.713131902
305.75	11/2/13	11	2	18	0.713229635
305.79	11/2/13	11	2	19	0.71332734
305.83	11/2/13	11	2	20	0.71342502
305.87	11/2/13	11	2	21	0.713522677
305.92	11/2/13	11	2	22	0.713620311
305.96	11/2/13	11	2	23	0.713717925
306	11/3/13	11	3	0	0.713815522
306.04	11/3/13	11	3	1	0.713913102
306.08	11/3/13	11	3	2	0.714010667
306.12	11/3/13	11	3	3	0.71410822
306.17	11/3/13	11	3	4	0.71420576
306.21	11/3/13	11	3	5	0.714303291
306.25	11/3/13	11	3	6	0.714400814
306.29	11/3/13	11	3	7	0.71449833
306.33	11/3/13	11	3	8	0.714595839
306.37	11/3/13	11	3	9	0.714693345
306.42	11/3/13	11	3	10	0.714790848
306.46	11/3/13	11	3	11	0.714888349
306.5	11/3/13	11	3	12	0.714985849
306.54	11/3/13	11	3	13	0.71508335
306.58	11/3/13	11	3	14	0.715180852
306.62	11/3/13	11	3	15	0.715278357
306.67	11/3/13	11	3	16	0.715375866
306.71	11/3/13	11	3	17	0.715473379
306.75	11/3/13	11	3	18	0.715570898
306.79	11/3/13	11	3	19	0.715668423
306.83	11/3/13	11	3	20	0.715765955
306.87	11/3/13	11	3	21	0.715863494
306.92	11/3/13	11	3	22	0.715961042
306.96	11/3/13	11	3	23	0.716058599
307	11/3/13	11	3	0	0.716156165
307.04	11/4/13	11	4	1	0.716253741
307.08	11/4/13	11	4	2	0.716351328
307.12	11/4/13	11	4	3	0.716448926
307.17	11/4/13	11	4	4	0.716546535
307.21	11/4/13	11	4	5	0.716644156
307.25	11/4/13	11	4	6	0.716741788
307.29	11/4/13	11	4	7	0.716839432
307.33	11/4/13	11	4	8	0.716937089
307.37	11/4/13	11	4	9	0.717034757
307.42	11/4/13	11	4	10	0.717132438
307.46	11/4/13	11	4	11	0.717230131
307.5	11/4/13	11	4	12	0.717327837
307.54	11/4/13	11	4	13	0.717425554
307.58	11/4/13	11	4	14	0.717523284
307.62	11/4/13	11	4	15	0.717621025
307.67	11/4/13	11	4	16	0.717718778
307.71	11/4/13	11	4	17	0.717816542
307.75	11/4/13	11	4	18	0.717914316
307.79	11/4/13	11	4	19	0.718012101
307.83	11/4/13	11	4	20	0.718109896
307.87	11/4/13	11	4	21	0.7182077
307.92	11/4/13	11	4	22	0.718305513
307.96	11/4/13	11	4	23	0.718403335
308	11/4/13	11	4	0	0.718501163
308.04	11/5/13	11	5	1	0.718598999
308.08	11/5/13	11	5	2	0.71869684
308.12	11/5/13	11	5	3	0.718794687
308.17	11/5/13	11	5	4	0.718892538
308.21	11/5/13	11	5	5	0.718990392
308.25	11/5/13	11	5	6	0.719088248
308.29	11/5/13	11	5	7	0.719186106
308.33	11/5/13	11	5	8	0.719283964
308.37	11/5/13	11	5	9	0.719381822
308.42	11/5/13	11	5	10	0.719479677
308.46	11/5/13	11	5	11	0.719577528
308.5	11/5/13	11	5	12	0.719675375
308.54	11/5/13	11	5	13	0.719773216
308.58	11/5/13	11	5	14	0.71987105
308.62	11/5/13	11	5	15	0.719968875
308.67	11/5/13	11	5	16	0.720066689
308.71	11/5/13	11	5	17	0.720164492
308.75	11/5/13	11	5	18	0.720262281
308.79	11/5/13	11	5	19	0.720360055
308.83	11/5/13	11	5	20	0.720457812
308.87	11/5/13	11	5	21	0.720555551
308.92	11/5/13	11	5	22	0.720653269
308.96	11/5/13	11	5	23	0.720750964
309	11/5/13	11	5	0	0.720848636
309.04	11/6/13	11	6	1	0.720946281
309.08	11/6/13	11	6	2	0.721043898
309.12	11/6/13	11	6	3	0.721141485
309.17	11/6/13	11	6	4	0.72123904
309.21	11/6/13	11	6	5	0.72133656
309.25	11/6/13	11	6	6	0.721434043
309.29	11/6/13	11	6	7	0.721531487
309.33	11/6/13	11	6	8	0.72162889
309.37	11/6/13	11	6	9	0.721726249
309.42	11/6/13	11	6	10	0.721823562
309.46	11/6/13	11	6	11	0.721920827
309.5	11/6/13	11	6	12	0.72201804
309.54	11/6/13	11	6	13	0.722115199
309.58	11/6/13	11	6	14	0.722212302
309.62	11/6/13	11	6	15	0.722309346
309.67	11/6/13	11	6	16	0.722406328
309.71	11/6/13	11	6	17	0.722503246
309.75	11/6/13	11	6	18	0.722600096
309.79	11/6/13	11	6	19	0.722696876
309.83	11/6/13	11	6	20	0.722793582
309.87	11/6/13	11	6	21	0.722890212
309.92	11/6/13	11	6	22	0.722986763
309.96	11/6/13	11	6	23	0.723083232
310	11/6/13	11	6	0	0.723179615
310.04	11/7/13	11	7	1	0.723275909
310.08	11/7/13	11	7	2	0.723372111
310.12	11/7/13	11	7	3	0.723468218
310.17	11/7/13	11	7	4	0.723564226
310.21	11/7/13	11	7	5	0.723660132
310.25	11/7/13	11	7	6	0.723755932
310.29	11/7/13	11	7	7	0.723851624
310.33	11/7/13	11	7	8	0.723947203
310.37	11/7/13	11	7	9	0.724042665
310.42	11/7/13	11	7	10	0.724138008
310.46	11/7/13	11	7	11	0.724233227
310.5	11/7/13	11	7	12	0.724328319
310.54	11/7/13	11	7	13	0.72442328
310.58	11/7/13	11	7	14	0.724518105
310.62	11/7/13	11	7	15	0.724612792
310.67	11/7/13	11	7	16	0.724707335
310.71	11/7/13	11	7	17	0.724801732
310.75	11/7/13	11	7	18	0.724895977
310.79	11/7/13	11	7	19	0.724990068
310.83	11/7/13	11	7	20	0.725083999
310.87	11/7/13	11	7	21	0.725177766
310.92	11/7/13	11	7	22	0.725271366
310.96	11/7/13	11	7	23	0.725364793
311	11/7/13	11	7	0	0.725458044
311.04	11/8/13	11	8	1	0.725551114
311.08	11/8/13	11	8	2	0.725643998
311.12	11/8/13	11	8	3	0.725736692
311.17	11/8/13	11	8	4	0.725829192
311.21	11/8/13	11	8	5	0.725921492
311.25	11/8/13	11	8	6	0.726013589
311.29	11/8/13	11	8	7	0.726105476
311.33	11/8/13	11	8	8	0.72619715
311.37	11/8/13	11	8	9	0.726288606
311.42	11/8/13	11	8	10	0.726379838
311.46	11/8/13	11	8	11	0.726470843
311.5	11/8/13	11	8	12	0.726561614
311.54	11/8/13	11	8	13	0.726652146
311.58	11/8/13	11	8	14	0.726742436
311.62	11/8/13	11	8	15	0.726832476
311.67	11/8/13	11	8	16	0.726922263
311.71	11/8/13	11	8	17	0.727011791
311.75	11/8/13	11	8	18	0.727101055
311.79	11/8/13	11	8	19	0.727190049
311.83	11/8/13	11	8	20	0.727278768
311.87	11/8/13	11	8	21	0.727367206
311.92	11/8/13	11	8	22	0.727455358
311.96	11/8/13	11	8	23	0.727543219
312	11/8/13	11	8	0	0.727630782
312.04	11/9/13	11	9	1	0.727718043
312.08	11/9/13	11	9	2	0.727804994
312.12	11/9/13	11	9	3	0.727891632
312.17	11/9/13	11	9	4	0.727977948
312.21	11/9/13	11	9	5	0.728063939
312.25	11/9/13	11	9	6	0.728149598
312.29	11/9/13	11	9	7	0.728234919
312.33	11/9/13	11	9	8	0.728319895
312.37	11/9/13	11	9	9	0.728404521
312.42	11/9/13	11	9	10	0.728488791
312.46	11/9/13	11	9	11	0.728572699
312.5	11/9/13	11	9	12	0.728656238
312.54	11/9/13	11	9	13	0.728739402
312.58	11/9/13	11	9	14	0.728822184
312.62	11/9/13	11	9	15	0.728904578
312.67	11/9/13	11	9	16	0.728986579
312.71	11/9/13	11	9	17	0.729068178
312.75	11/9/13	11	9	18	0.729149371
312.79	11/9/13	11	9	19	0.729230149
312.83	11/9/13	11	9	20	0.729310507
312.87	11/9/13	11	9	21	0.729390438
312.92	11/9/13	11	9	22	0.729469935
312.96	11/9/13	11	9	23	0.729548991
313	11/9/13	11	9	0	0.729627599
313.04	11/10/13	11	10	1	0.729705753
313.08	11/10/13	11	10	2	0.729783446
313.12	11/10/13	11	10	3	0.729860669
313.17	11/10/13	11	10	4	0.729937418
313.21	11/10/13	11	10	5	0.730013683
313.25	11/10/13	11	10	6	0.730089459
313.29	11/10/13	11	10	7	0.730164738
313.33	11/10/13	11	10	8	0.730239512
313.37	11/10/13	11	10	9	0.730313907
313.42	11/10/13	11	10	10	0.730388438
313.46	11/10/13	11	10	11	0.730463155
313.5	11/10/13	11	10	12	0.730538057
313.54	11/10/13	11	10	13	0.730613143
313.58	11/10/13	11	10	14	0.730688411
313.62	11/10/13	11	10	15	0.73076386
313.67	11/10/13	11	10	16	0.73083949
313.71	11/10/13	11	10	17	0.730915297
313.75	11/10/13	11	10	18	0.730991282
313.79	11/10/13	11	10	19	0.731067443
313.83	11/10/13	11	10	20	0.731143779
313.87	11/10/13	11	10	21	0.731220288
313.92	11/10/13	11	10	22	0.731296969
313.96	11/10/13	11	10	23	0.731373822
314	11/10/13	11	10	0	0.731450844
314.04	11/11/13	11	11	1	0.731528034
314.08	11/11/13	11	11	2	0.731605392
314.12	11/11/13	11	11	3	0.731682915
314.17	11/11/13	11	11	4	0.731760603
314.21	11/11/13	11	11	5	0.731838455
314.25	11/11/13	11	11	6	0.731916469
314.29	11/11/13	11	11	7	0.731994644
314.33	11/11/13	11	11	8	0.732072978
314.37	11/11/13	11	11	9	0.732151472
314.42	11/11/13	11	11	10	0.732230122
314.46	11/11/13	11	11	11	0.732308928
314.5	11/11/13	11	11	12	0.73238789
314.54	11/11/13	11	11	13	0.732467005
314.58	11/11/13	11	11	14	0.732546272
314.62	11/11/13	11	11	15	0.732625691
314.67	11/11/13	11	11	16	0.732705259
314.71	11/11/13	11	11	17	0.732784977
314.75	11/11/13	11	11	18	0.732864842
314.79	11/11/13	11	11	19	0.732944853
314.83	11/11/13	11	11	20	0.73302501
314.87	11/11/13	11	11	21	0.73310531
314.92	11/11/13	11	11	22	0.733185754
314.96	11/11/13	11	11	23	0.733266339
315	11/11/13	11	11	0	0.733347064
315.04	11/12/13	11	12	1	0.733427929
315.08	11/12/13	11	12	2	0.733508932
315.12	11/12/13	11	12	3	0.733590072
315.17	11/12/13	11	12	4	0.733671348
315.21	11/12/13	11	12	5	0.733752758
315.25	11/12/13	11	12	6	0.733834302
315.29	11/12/13	11	12	7	0.733915978
315.33	11/12/13	11	12	8	0.733997785
315.37	11/12/13	11	12	9	0.734079722
315.42	11/12/13	11	12	10	0.734161788
315.46	11/12/13	11	12	11	0.734243982
315.5	11/12/13	11	12	12	0.734326302
315.54	11/12/13	11	12	13	0.734408748
315.58	11/12/13	11	12	14	0.734491318
315.62	11/12/13	11	12	15	0.734574011
315.67	11/12/13	11	12	16	0.734656826
315.71	11/12/13	11	12	17	0.734739762
315.75	11/12/13	11	12	18	0.734822818
315.79	11/12/13	11	12	19	0.734905992
315.83	11/12/13	11	12	20	0.734989284
315.87	11/12/13	11	12	21	0.735072692
315.92	11/12/13	11	12	22	0.735156216
315.96	11/12/13	11	12	23	0.735239853
316	11/12/13	11	12	0	0.735323604
316.04	11/13/13	11	13	1	0.735407467
316.08	11/13/13	11	13	2	0.735491441
316.12	11/13/13	11	13	3	0.735575524
316.17	11/13/13	11	13	4	0.735659716
316.21	11/13/13	11	13	5	0.735744016
316.25	11/13/13	11	13	6	0.735828422
316.29	11/13/13	11	13	7	0.735912934
316.33	11/13/13	11	13	8	0.73599755
316.37	11/13/13	11	13	9	0.73608227
316.42	11/13/13	11	13	10	0.736167091
316.46	11/13/13	11	13	11	0.736252014
316.5	11/13/13	11	13	12	0.736337037
316.54	11/13/13	11	13	13	0.736422159
316.58	11/13/13	11	13	14	0.736507379
316.62	11/13/13	11	13	15	0.736592696
316.67	11/13/13	11	13	16	0.736678108
316.71	11/13/13	11	13	17	0.736763616
316.75	11/13/13	11	13	18	0.736849217
316.79	11/13/13	11	13	19	0.736934911
316.83	11/13/13	11	13	20	0.737020696
316.87	11/13/13	11	13	21	0.737106572
316.92	11/13/13	11	13	22	0.737192538
316.96	11/13/13	11	13	23	0.737278592
317	11/13/13	11	13	0	0.737364734
317.04	11/14/13	11	14	1	0.737450963
317.08	11/14/13	11	14	2	0.737537277
317.12	11/14/13	11	14	3	0.737623675
317.17	11/14/13	11	14	4	0.737710157
317.21	11/14/13	11	14	5	0.737796721
317.25	11/14/13	11	14	6	0.737883367
317.29	11/14/13	11	14	7	0.737970093
317.33	11/14/13	11	14	8	0.738056898
317.37	11/14/13	11	14	9	0.738143782
317.42	11/14/13	11	14	10	0.738230744
317.46	11/14/13	11	14	11	0.738317782
317.5	11/14/13	11	14	12	0.738404895
317.54	11/14/13	11	14	13	0.738492083
317.58	11/14/13	11	14	14	0.738579344
317.62	11/14/13	11	14	15	0.738666678
317.67	11/14/13	11	14	16	0.738754083
317.71	11/14/13	11	14	17	0.738841559
317.75	11/14/13	11	14	18	0.738929104
317.79	11/14/13	11	14	19	0.739016718
317.83	11/14/13	11	14	20	0.7391044
317.87	11/14/13	11	14	21	0.739192149
317.92	11/14/13	11	14	22	0.739279963
317.96	11/14/13	11	14	23	0.739367842
318	11/14/13	11	14	0	0.739455784
318.04	11/15/13	11	15	1	0.73954379
318.08	11/15/13	11	15	2	0.739631858
318.12	11/15/13	11	15	3	0.739719986
318.17	11/15/13	11	15	4	0.739808175
318.21	11/15/13	11	15	5	0.739896423
318.25	11/15/13	11	15	6	0.739984729
318.29	11/15/13	11	15	7	0.740073092
318.33	11/15/13	11	15	8	0.740161511
318.37	11/15/13	11	15	9	0.740249986
318.42	11/15/13	11	15	10	0.740338516
318.46	11/15/13	11	15	11	0.740427099
318.5	11/15/13	11	15	12	0.740515735
318.54	11/15/13	11	15	13	0.740604422
318.58	11/15/13	11	15	14	0.74069316
318.62	11/15/13	11	15	15	0.740781949
318.67	11/15/13	11	15	16	0.740870786
318.71	11/15/13	11	15	17	0.740959671
318.75	11/15/13	11	15	18	0.741048604
318.79	11/15/13	11	15	19	0.741137583
318.83	11/15/13	11	15	20	0.741226608
318.87	11/15/13	11	15	21	0.741315677
318.92	11/15/13	11	15	22	0.741404789
318.96	11/15/13	11	15	23	0.741493945
319	11/15/13	11	15	0	0.741583143
319.04	11/16/13	11	16	1	0.741672381
319.08	11/16/13	11	16	2	0.74176166
319.12	11/16/13	11	16	3	0.741850979
319.17	11/16/13	11	16	4	0.741940335
319.21	11/16/13	11	16	5	0.74202973
319.25	11/16/13	11	16	6	0.742119161
319.29	11/16/13	11	16	7	0.742208628
319.33	11/16/13	11	16	8	0.74229813
319.37	11/16/13	11	16	9	0.742387667
319.42	11/16/13	11	16	10	0.742477237
319.46	11/16/13	11	16	11	0.742566839
319.5	11/16/13	11	16	12	0.742656473
319.54	11/16/13	11	16	13	0.742746138
319.58	11/16/13	11	16	14	0.742835833
319.62	11/16/13	11	16	15	0.742925557
319.67	11/16/13	11	16	16	0.74301531
319.71	11/16/13	11	16	17	0.74310509
319.75	11/16/13	11	16	18	0.743194897
319.79	11/16/13	11	16	19	0.74328473
319.83	11/16/13	11	16	20	0.743374588
319.87	11/16/13	11	16	21	0.74346447
319.92	11/16/13	11	16	22	0.743554376
319.96	11/16/13	11	16	23	0.743644305
320	11/16/13	11	16	0	0.743734255
320.04	11/17/13	11	17	1	0.743824227
320.08	11/17/13	11	17	2	0.743914219
320.12	11/17/13	11	17	3	0.74400423
320.17	11/17/13	11	17	4	0.744094261
320.21	11/17/13	11	17	5	0.744184309
320.25	11/17/13	11	17	6	0.744274374
320.29	11/17/13	11	17	7	0.744364456
320.33	11/17/13	11	17	8	0.744454554
320.37	11/17/13	11	17	9	0.744544666
320.42	11/17/13	11	17	10	0.744634793
320.46	11/17/13	11	17	11	0.744724933
320.5	11/17/13	11	17	12	0.744815085
320.54	11/17/13	11	17	13	0.74490525
320.58	11/17/13	11	17	14	0.744995425
320.62	11/17/13	11	17	15	0.745085611
320.67	11/17/13	11	17	16	0.745175806
320.71	11/17/13	11	17	17	0.745266011
320.75	11/17/13	11	17	18	0.745356223
320.79	11/17/13	11	17	19	0.745446443
320.83	11/17/13	11	17	20	0.745536669
320.87	11/17/13	11	17	21	0.745626901
320.92	11/17/13	11	17	22	0.745717139
320.96	11/17/13	11	17	23	0.74580738
321	11/17/13	11	17	0	0.745897626
321.04	11/18/13	11	18	1	0.745987875
321.08	11/18/13	11	18	2	0.746078125
321.12	11/18/13	11	18	3	0.746168378
321.17	11/18/13	11	18	4	0.746258631
321.21	11/18/13	11	18	5	0.746348885
321.25	11/18/13	11	18	6	0.746439138
321.29	11/18/13	11	18	7	0.746529389
321.33	11/18/13	11	18	8	0.746619639
321.37	11/18/13	11	18	9	0.746709886
321.42	11/18/13	11	18	10	0.74680013
321.46	11/18/13	11	18	11	0.74689037
321.5	11/18/13	11	18	12	0.746980605
321.54	11/18/13	11	18	13	0.747070835
321.58	11/18/13	11	18	14	0.747161059
321.62	11/18/13	11	18	15	0.747251276
321.67	11/18/13	11	18	16	0.747341486
321.71	11/18/13	11	18	17	0.747431687
321.75	11/18/13	11	18	18	0.74752188
321.79	11/18/13	11	18	19	0.747612064
321.83	11/18/13	11	18	20	0.747702237
321.87	11/18/13	11	18	21	0.7477924
321.92	11/18/13	11	18	22	0.747882551
321.96	11/18/13	11	18	23	0.747972691
322	11/18/13	11	18	0	0.748062818
322.04	11/19/13	11	19	1	0.748152931
322.08	11/19/13	11	19	2	0.748243031
322.12	11/19/13	11	19	3	0.748333116
322.17	11/19/13	11	19	4	0.748423186
322.21	11/19/13	11	19	5	0.74851324
322.25	11/19/13	11	19	6	0.748603278
322.29	11/19/13	11	19	7	0.748693298
322.33	11/19/13	11	19	8	0.748783301
322.37	11/19/13	11	19	9	0.748873286
322.42	11/19/13	11	19	10	0.748963252
322.46	11/19/13	11	19	11	0.749053198
322.5	11/19/13	11	19	12	0.749143124
322.54	11/19/13	11	19	13	0.74923303
322.58	11/19/13	11	19	14	0.749322914
322.62	11/19/13	11	19	15	0.749412776
322.67	11/19/13	11	19	16	0.749502615
322.71	11/19/13	11	19	17	0.749592432
322.75	11/19/13	11	19	18	0.749682225
322.79	11/19/13	11	19	19	0.749771993
322.83	11/19/13	11	19	20	0.749861737
322.87	11/19/13	11	19	21	0.749951455
322.92	11/19/13	11	19	22	0.750041147
322.96	11/19/13	11	19	23	0.750130813
323	11/19/13	11	19	0	0.750220451
323.04	11/20/13	11	20	1	0.750310062
323.08	11/20/13	11	20	2	0.750399644
323.12	11/20/13	11	20	3	0.750489198
323.17	11/20/13	11	20	4	0.750578722
323.21	11/20/13	11	20	5	0.750668216
323.25	11/20/13	11	20	6	0.75075768
