Date	Date (UTC)	Month	Day	Hour (UTC)	wetweight_g
224.75	8/13/13	8	13	18	9.70877367
224.79	8/13/13	8	13	19	9.708952674
224.83	8/13/13	8	13	20	9.709131685
224.87	8/13/13	8	13	21	9.709310577
224.92	8/13/13	8	13	22	9.709489327
224.96	8/13/13	8	13	23	9.709667928
225	8/14/13	8	14	0	9.709846372
225.04	8/14/13	8	14	1	9.710024651
225.08	8/14/13	8	14	2	9.710202758
225.12	8/14/13	8	14	3	9.710380685
225.17	8/14/13	8	14	4	9.710558424
225.21	8/14/13	8	14	5	9.71073597
225.25	8/14/13	8	14	6	9.710913313
225.29	8/14/13	8	14	7	9.711090448
225.33	8/14/13	8	14	8	9.711267367
225.37	8/14/13	8	14	9	9.711444064
225.42	8/14/13	8	14	10	9.711620531
225.46	8/14/13	8	14	11	9.711796762
225.5	8/14/13	8	14	12	9.71197275
225.54	8/14/13	8	14	13	9.71214849
225.58	8/14/13	8	14	14	9.712323974
225.62	8/14/13	8	14	15	9.712499196
225.67	8/14/13	8	14	16	9.71267415
225.71	8/14/13	8	14	17	9.712848831
225.75	8/14/13	8	14	18	9.713023232
225.79	8/14/13	8	14	19	9.713197347
225.83	8/14/13	8	14	20	9.713371171
225.87	8/14/13	8	14	21	9.713544697
225.92	8/14/13	8	14	22	9.713717922
225.96	8/14/13	8	14	23	9.713890838
226	8/15/13	8	15	0	9.71406344
226.04	8/15/13	8	15	1	9.714235724
226.08	8/15/13	8	15	2	9.714407685
226.12	8/15/13	8	15	3	9.714579316
226.17	8/15/13	8	15	4	9.714750614
226.21	8/15/13	8	15	5	9.714921574
226.25	8/15/13	8	15	6	9.71509219
226.29	8/15/13	8	15	7	9.715262459
226.33	8/15/13	8	15	8	9.715432375
226.37	8/15/13	8	15	9	9.715601934
226.42	8/15/13	8	15	10	9.715771132
226.46	8/15/13	8	15	11	9.715939965
226.5	8/15/13	8	15	12	9.716108429
226.54	8/15/13	8	15	13	9.716276519
226.58	8/15/13	8	15	14	9.716444233
226.62	8/15/13	8	15	15	9.716611565
226.67	8/15/13	8	15	16	9.716778512
226.71	8/15/13	8	15	17	9.716945071
226.75	8/15/13	8	15	18	9.717111238
226.79	8/15/13	8	15	19	9.71727701
226.83	8/15/13	8	15	20	9.717442383
226.87	8/15/13	8	15	21	9.717607355
226.92	8/15/13	8	15	22	9.717771922
226.96	8/15/13	8	15	23	9.717936081
227	8/16/13	8	16	0	9.71809983
227.04	8/16/13	8	16	1	9.718263165
227.08	8/16/13	8	16	2	9.718426084
227.12	8/16/13	8	16	3	9.718588585
227.17	8/16/13	8	16	4	9.718750665
227.21	8/16/13	8	16	5	9.718912321
227.25	8/16/13	8	16	6	9.719073551
227.29	8/16/13	8	16	7	9.719234354
227.33	8/16/13	8	16	8	9.719394727
227.37	8/16/13	8	16	9	9.719554668
227.42	8/16/13	8	16	10	9.719714175
227.46	8/16/13	8	16	11	9.719873247
227.5	8/16/13	8	16	12	9.720031882
227.54	8/16/13	8	16	13	9.720190078
227.58	8/16/13	8	16	14	9.720347834
227.62	8/16/13	8	16	15	9.720505149
227.67	8/16/13	8	16	16	9.720662021
227.71	8/16/13	8	16	17	9.72081845
227.75	8/16/13	8	16	18	9.720974434
227.79	8/16/13	8	16	19	9.721129972
227.83	8/16/13	8	16	20	9.721285063
227.87	8/16/13	8	16	21	9.721439707
227.92	8/16/13	8	16	22	9.721593904
227.96	8/16/13	8	16	23	9.721747652
228	8/17/13	8	17	0	9.721900951
228.04	8/17/13	8	17	1	9.722053801
228.08	8/17/13	8	17	2	9.722206202
228.12	8/17/13	8	17	3	9.722358154
228.17	8/17/13	8	17	4	9.722509656
228.21	8/17/13	8	17	5	9.722660709
228.25	8/17/13	8	17	6	9.722811313
228.29	8/17/13	8	17	7	9.722961468
228.33	8/17/13	8	17	8	9.723111174
228.37	8/17/13	8	17	9	9.723260433
228.42	8/17/13	8	17	10	9.723409245
228.46	8/17/13	8	17	11	9.72355761
228.5	8/17/13	8	17	12	9.723705529
228.54	8/17/13	8	17	13	9.723853004
228.58	8/17/13	8	17	14	9.724000034
228.62	8/17/13	8	17	15	9.724146623
228.67	8/17/13	8	17	16	9.724292769
228.71	8/17/13	8	17	17	9.724438476
228.75	8/17/13	8	17	18	9.724583744
228.79	8/17/13	8	17	19	9.724728575
228.83	8/17/13	8	17	20	9.724872971
228.87	8/17/13	8	17	21	9.725016932
228.92	8/17/13	8	17	22	9.725160462
228.96	8/17/13	8	17	23	9.725303562
229	8/18/13	8	18	0	9.725446234
229.04	8/18/13	8	18	1	9.725588481
229.08	8/18/13	8	18	2	9.725730303
229.12	8/18/13	8	18	3	9.725871705
229.17	8/18/13	8	18	4	9.726012688
229.21	8/18/13	8	18	5	9.726153255
229.25	8/18/13	8	18	6	9.726293409
229.29	8/18/13	8	18	7	9.726433152
229.33	8/18/13	8	18	8	9.726572487
229.37	8/18/13	8	18	9	9.726711417
229.42	8/18/13	8	18	10	9.726849946
229.46	8/18/13	8	18	11	9.726988076
229.5	8/18/13	8	18	12	9.727125811
229.54	8/18/13	8	18	13	9.727263153
229.58	8/18/13	8	18	14	9.727400108
229.62	8/18/13	8	18	15	9.727536677
229.67	8/18/13	8	18	16	9.727672866
229.71	8/18/13	8	18	17	9.727808677
229.75	8/18/13	8	18	18	9.727944115
229.79	8/18/13	8	18	19	9.728079183
229.83	8/18/13	8	18	20	9.728213886
229.87	8/18/13	8	18	21	9.728348227
229.92	8/18/13	8	18	22	9.728482212
229.96	8/18/13	8	18	23	9.728615845
230	8/19/13	8	19	0	9.728749129
230.04	8/19/13	8	19	1	9.72888207
230.08	8/19/13	8	19	2	9.729014673
230.12	8/19/13	8	19	3	9.729146942
230.17	8/19/13	8	19	4	9.729278882
230.21	8/19/13	8	19	5	9.729410498
230.25	8/19/13	8	19	6	9.729541795
230.29	8/19/13	8	19	7	9.729672779
230.33	8/19/13	8	19	8	9.729803455
230.37	8/19/13	8	19	9	9.729933828
230.42	8/19/13	8	19	10	9.730063904
230.46	8/19/13	8	19	11	9.730193688
230.5	8/19/13	8	19	12	9.730323186
230.54	8/19/13	8	19	13	9.730452405
230.58	8/19/13	8	19	14	9.730581349
230.62	8/19/13	8	19	15	9.730710026
230.67	8/19/13	8	19	16	9.730838441
230.71	8/19/13	8	19	17	9.7309666
230.75	8/19/13	8	19	18	9.73109451
230.79	8/19/13	8	19	19	9.731222177
230.83	8/19/13	8	19	20	9.731349608
230.87	8/19/13	8	19	21	9.73147681
230.92	8/19/13	8	19	22	9.731603789
230.96	8/19/13	8	19	23	9.731730552
231	8/20/13	8	20	0	9.731857106
231.04	8/20/13	8	20	1	9.731983458
231.08	8/20/13	8	20	2	9.732109615
231.12	8/20/13	8	20	3	9.732235585
231.17	8/20/13	8	20	4	9.732361375
231.21	8/20/13	8	20	5	9.732486993
231.25	8/20/13	8	20	6	9.732612446
231.29	8/20/13	8	20	7	9.732737741
231.33	8/20/13	8	20	8	9.732862887
231.37	8/20/13	8	20	9	9.732987892
231.42	8/20/13	8	20	10	9.733112762
231.46	8/20/13	8	20	11	9.733237508
231.5	8/20/13	8	20	12	9.733362136
231.54	8/20/13	8	20	13	9.733486655
231.58	8/20/13	8	20	14	9.733611074
231.62	8/20/13	8	20	15	9.7337354
231.67	8/20/13	8	20	16	9.733859644
231.71	8/20/13	8	20	17	9.733983812
231.75	8/20/13	8	20	18	9.734107915
231.79	8/20/13	8	20	19	9.73423196
231.83	8/20/13	8	20	20	9.734355958
231.87	8/20/13	8	20	21	9.734479917
231.92	8/20/13	8	20	22	9.734603846
231.96	8/20/13	8	20	23	9.734727755
232	8/21/13	8	21	0	9.734851653
232.04	8/21/13	8	21	1	9.73497555
232.08	8/21/13	8	21	2	9.735099455
232.12	8/21/13	8	21	3	9.735223378
232.17	8/21/13	8	21	4	9.73534733
232.21	8/21/13	8	21	5	9.735471319
232.25	8/21/13	8	21	6	9.735595355
232.29	8/21/13	8	21	7	9.73571945
232.33	8/21/13	8	21	8	9.735843614
232.37	8/21/13	8	21	9	9.735967856
232.42	8/21/13	8	21	10	9.736092187
232.46	8/21/13	8	21	11	9.736216618
232.5	8/21/13	8	21	12	9.736341159
232.54	8/21/13	8	21	13	9.736465821
232.58	8/21/13	8	21	14	9.736590615
232.62	8/21/13	8	21	15	9.736715552
232.67	8/21/13	8	21	16	9.736840644
232.71	8/21/13	8	21	17	9.7369659
232.75	8/21/13	8	21	18	9.737091333
232.79	8/21/13	8	21	19	9.737216954
232.83	8/21/13	8	21	20	9.737342774
232.87	8/21/13	8	21	21	9.737468805
232.92	8/21/13	8	21	22	9.737595059
232.96	8/21/13	8	21	23	9.737721547
233	8/22/13	8	22	0	9.737848281
233.04	8/22/13	8	22	1	9.737975274
233.08	8/22/13	8	22	2	9.738102537
233.12	8/22/13	8	22	3	9.738230082
233.17	8/22/13	8	22	4	9.738357923
233.21	8/22/13	8	22	5	9.738486071
233.25	8/22/13	8	22	6	9.738614539
233.29	8/22/13	8	22	7	9.738743339
233.33	8/22/13	8	22	8	9.738872484
233.37	8/22/13	8	22	9	9.739001987
233.42	8/22/13	8	22	10	9.739131861
233.46	8/22/13	8	22	11	9.739262119
233.5	8/22/13	8	22	12	9.739392774
233.54	8/22/13	8	22	13	9.739523839
233.58	8/22/13	8	22	14	9.739655328
233.62	8/22/13	8	22	15	9.739787254
233.67	8/22/13	8	22	16	9.73991963
233.71	8/22/13	8	22	17	9.740052471
233.75	8/22/13	8	22	18	9.740185789
233.79	8/22/13	8	22	19	9.740319599
233.83	8/22/13	8	22	20	9.740453915
233.87	8/22/13	8	22	21	9.740588751
233.92	8/22/13	8	22	22	9.740724121
233.96	8/22/13	8	22	23	9.740860038
234	8/23/13	8	23	0	9.740996518
234.04	8/23/13	8	23	1	9.741133576
234.08	8/23/13	8	23	2	9.741271224
234.12	8/23/13	8	23	3	9.741409479
234.17	8/23/13	8	23	4	9.741548355
234.21	8/23/13	8	23	5	9.741687866
234.25	8/23/13	8	23	6	9.741828029
234.29	8/23/13	8	23	7	9.741968857
234.33	8/23/13	8	23	8	9.742110366
234.37	8/23/13	8	23	9	9.742252572
234.42	8/23/13	8	23	10	9.742395489
234.46	8/23/13	8	23	11	9.742539134
234.5	8/23/13	8	23	12	9.742683521
234.54	8/23/13	8	23	13	9.742828666
234.58	8/23/13	8	23	14	9.742974586
234.62	8/23/13	8	23	15	9.743121296
234.67	8/23/13	8	23	16	9.743268812
234.71	8/23/13	8	23	17	9.74341715
234.75	8/23/13	8	23	18	9.743566327
234.79	8/23/13	8	23	19	9.743716359
234.83	8/23/13	8	23	20	9.743867261
234.87	8/23/13	8	23	21	9.744019051
234.92	8/23/13	8	23	22	9.744171746
234.96	8/23/13	8	23	23	9.744325361
235	8/24/13	8	24	0	9.744479914
235.04	8/24/13	8	24	1	9.744635422
235.08	8/24/13	8	24	2	9.744791901
235.12	8/24/13	8	24	3	9.74494937
235.17	8/24/13	8	24	4	9.745107844
235.21	8/24/13	8	24	5	9.745267342
235.25	8/24/13	8	24	6	9.74542788
235.29	8/24/13	8	24	7	9.745589477
235.33	8/24/13	8	24	8	9.74575215
235.37	8/24/13	8	24	9	9.745915917
235.42	8/24/13	8	24	10	9.746080795
235.46	8/24/13	8	24	11	9.746246802
235.5	8/24/13	8	24	12	9.746413957
235.54	8/24/13	8	24	13	9.746582278
235.58	8/24/13	8	24	14	9.746751761
235.62	8/24/13	8	24	15	9.746919943
235.67	8/24/13	8	24	16	9.74708524
235.71	8/24/13	8	24	17	9.747247775
235.75	8/24/13	8	24	18	9.747407671
235.79	8/24/13	8	24	19	9.747565049
235.83	8/24/13	8	24	20	9.74772003
235.87	8/24/13	8	24	21	9.74787273
235.92	8/24/13	8	24	22	9.748023266
235.96	8/24/13	8	24	23	9.748171754
236	8/25/13	8	25	0	9.748318307
236.04	8/25/13	8	25	1	9.748463037
236.08	8/25/13	8	25	2	9.748606053
236.12	8/25/13	8	25	3	9.748747466
236.17	8/25/13	8	25	4	9.748887382
236.21	8/25/13	8	25	5	9.749025907
236.25	8/25/13	8	25	6	9.749163146
236.29	8/25/13	8	25	7	9.7492992
236.33	8/25/13	8	25	8	9.749434172
236.37	8/25/13	8	25	9	9.749568161
236.42	8/25/13	8	25	10	9.749701266
236.46	8/25/13	8	25	11	9.749833582
236.5	8/25/13	8	25	12	9.749965205
236.54	8/25/13	8	25	13	9.750096228
236.58	8/25/13	8	25	14	9.750226744
236.62	8/25/13	8	25	15	9.750356842
236.67	8/25/13	8	25	16	9.750486613
236.71	8/25/13	8	25	17	9.750616142
236.75	8/25/13	8	25	18	9.750745517
236.79	8/25/13	8	25	19	9.750874822
236.83	8/25/13	8	25	20	9.751004139
236.87	8/25/13	8	25	21	9.751133549
236.92	8/25/13	8	25	22	9.751263133
236.96	8/25/13	8	25	23	9.751392968
237	8/26/13	8	26	0	9.751523132
237.04	8/26/13	8	26	1	9.7516537
237.08	8/26/13	8	26	2	9.751784744
237.12	8/26/13	8	26	3	9.751916338
237.17	8/26/13	8	26	4	9.752048552
237.21	8/26/13	8	26	5	9.752181454
237.25	8/26/13	8	26	6	9.752315113
237.29	8/26/13	8	26	7	9.752449595
237.33	8/26/13	8	26	8	9.752584963
237.37	8/26/13	8	26	9	9.752721281
237.42	8/26/13	8	26	10	9.75285861
237.46	8/26/13	8	26	11	9.75299701
237.5	8/26/13	8	26	12	9.753136539
237.54	8/26/13	8	26	13	9.753277255
237.58	8/26/13	8	26	14	9.753419212
237.62	8/26/13	8	26	15	9.753562464
237.67	8/26/13	8	26	16	9.753707063
237.71	8/26/13	8	26	17	9.75385306
237.75	8/26/13	8	26	18	9.754000505
237.79	8/26/13	8	26	19	9.754149444
237.83	8/26/13	8	26	20	9.754299923
237.87	8/26/13	8	26	21	9.754451989
237.92	8/26/13	8	26	22	9.754605682
237.96	8/26/13	8	26	23	9.754761045
238	8/27/13	8	27	0	9.754918118
238.04	8/27/13	8	27	1	9.755076939
238.08	8/27/13	8	27	2	9.755237546
238.12	8/27/13	8	27	3	9.755399972
238.17	8/27/13	8	27	4	9.755564253
238.21	8/27/13	8	27	5	9.75573042
238.25	8/27/13	8	27	6	9.755898505
238.29	8/27/13	8	27	7	9.756068536
238.33	8/27/13	8	27	8	9.756240541
238.37	8/27/13	8	27	9	9.756414547
238.42	8/27/13	8	27	10	9.756590577
238.46	8/27/13	8	27	11	9.756768656
238.5	8/27/13	8	27	12	9.756948804
238.54	8/27/13	8	27	13	9.757131042
238.58	8/27/13	8	27	14	9.757315389
238.62	8/27/13	8	27	15	9.75750186
238.67	8/27/13	8	27	16	9.757690472
238.71	8/27/13	8	27	17	9.757881239
238.75	8/27/13	8	27	18	9.758074172
238.79	8/27/13	8	27	19	9.758269283
238.83	8/27/13	8	27	20	9.758466581
238.87	8/27/13	8	27	21	9.758666074
238.92	8/27/13	8	27	22	9.758867769
238.96	8/27/13	8	27	23	9.759071669
239	8/28/13	8	28	0	9.759277778
239.04	8/28/13	8	28	1	9.759486097
239.08	8/28/13	8	28	2	9.759696628
239.12	8/28/13	8	28	3	9.759909368
239.17	8/28/13	8	28	4	9.760124314
239.21	8/28/13	8	28	5	9.760341463
239.25	8/28/13	8	28	6	9.760560807
239.29	8/28/13	8	28	7	9.76078234
239.33	8/28/13	8	28	8	9.761006052
239.37	8/28/13	8	28	9	9.761231933
239.42	8/28/13	8	28	10	9.761459971
239.46	8/28/13	8	28	11	9.761690152
239.5	8/28/13	8	28	12	9.761922461
239.54	8/28/13	8	28	13	9.76215688
239.58	8/28/13	8	28	14	9.762393393
239.62	8/28/13	8	28	15	9.762631979
239.67	8/28/13	8	28	16	9.762872617
239.71	8/28/13	8	28	17	9.763115283
239.75	8/28/13	8	28	18	9.763359954
239.79	8/28/13	8	28	19	9.763606604
239.83	8/28/13	8	28	20	9.763855205
239.87	8/28/13	8	28	21	9.764105729
239.92	8/28/13	8	28	22	9.764358144
239.96	8/28/13	8	28	23	9.764612419
240	8/29/13	8	29	0	9.764868519
240.04	8/29/13	8	29	1	9.765126412
240.08	8/29/13	8	29	2	9.765386058
240.12	8/29/13	8	29	3	9.765647421
240.17	8/29/13	8	29	4	9.76591046
240.21	8/29/13	8	29	5	9.766175135
240.25	8/29/13	8	29	6	9.766441402
240.29	8/29/13	8	29	7	9.766709218
240.33	8/29/13	8	29	8	9.766978536
240.37	8/29/13	8	29	9	9.76724931
240.42	8/29/13	8	29	10	9.767521489
240.46	8/29/13	8	29	11	9.767795025
240.5	8/29/13	8	29	12	9.768069864
240.54	8/29/13	8	29	13	9.768345954
240.58	8/29/13	8	29	14	9.76862324
240.62	8/29/13	8	29	15	9.768901664
240.67	8/29/13	8	29	16	9.769181169
240.71	8/29/13	8	29	17	9.769461696
240.75	8/29/13	8	29	18	9.769743183
240.79	8/29/13	8	29	19	9.770025567
240.83	8/29/13	8	29	20	9.770308784
240.87	8/29/13	8	29	21	9.770592769
240.92	8/29/13	8	29	22	9.770877454
240.96	8/29/13	8	29	23	9.771162771
241	8/30/13	8	30	0	9.771448649
241.04	8/30/13	8	30	1	9.771735016
241.08	8/30/13	8	30	2	9.772021799
241.12	8/30/13	8	30	3	9.772308923
241.17	8/30/13	8	30	4	9.772596312
241.21	8/30/13	8	30	5	9.772883887
241.25	8/30/13	8	30	6	9.77317157
241.29	8/30/13	8	30	7	9.773459279
241.33	8/30/13	8	30	8	9.773746931
241.37	8/30/13	8	30	9	9.774034442
241.42	8/30/13	8	30	10	9.774321727
241.46	8/30/13	8	30	11	9.774608699
241.5	8/30/13	8	30	12	9.774895269
241.54	8/30/13	8	30	13	9.775181346
241.58	8/30/13	8	30	14	9.77546684
241.62	8/30/13	8	30	15	9.775751656
241.67	8/30/13	8	30	16	9.776035699
241.71	8/30/13	8	30	17	9.776318875
241.75	8/30/13	8	30	18	9.776601083
241.79	8/30/13	8	30	19	9.776882226
241.83	8/30/13	8	30	20	9.777162202
241.87	8/30/13	8	30	21	9.777440909
241.92	8/30/13	8	30	22	9.777718242
241.96	8/30/13	8	30	23	9.777994097
242	8/31/13	8	31	0	9.778268366
242.04	8/31/13	8	31	1	9.77854094
242.08	8/31/13	8	31	2	9.778811709
242.12	8/31/13	8	31	3	9.779080563
242.17	8/31/13	8	31	4	9.779347386
242.21	8/31/13	8	31	5	9.779612066
242.25	8/31/13	8	31	6	9.779874484
242.29	8/31/13	8	31	7	9.780134525
242.33	8/31/13	8	31	8	9.780392068
242.37	8/31/13	8	31	9	9.780646992
242.42	8/31/13	8	31	10	9.780899176
242.46	8/31/13	8	31	11	9.781148494
242.5	8/31/13	8	31	12	9.781394823
242.54	8/31/13	8	31	13	9.781638034
242.58	8/31/13	8	31	14	9.781877999
242.62	8/31/13	8	31	15	9.782114589
242.67	8/31/13	8	31	16	9.782347671
242.71	8/31/13	8	31	17	9.782577113
242.75	8/31/13	8	31	18	9.782802779
242.79	8/31/13	8	31	19	9.783024534
242.83	8/31/13	8	31	20	9.78324224
242.87	8/31/13	8	31	21	9.783455758
242.92	8/31/13	8	31	22	9.783664947
242.96	8/31/13	8	31	23	9.783869665
243	9/1/13	9	1	0	9.784069767
243.04	9/1/13	9	1	1	9.784265109
243.08	9/1/13	9	1	2	9.784455544
243.12	9/1/13	9	1	3	9.784640922
243.17	9/1/13	9	1	4	9.784821095
243.21	9/1/13	9	1	5	9.784995911
243.25	9/1/13	9	1	6	9.785165216
243.29	9/1/13	9	1	7	9.785328857
243.33	9/1/13	9	1	8	9.785486676
243.37	9/1/13	9	1	9	9.785638517
243.42	9/1/13	9	1	10	9.785784221
243.46	9/1/13	9	1	11	9.785923626
243.5	9/1/13	9	1	12	9.78605657
243.54	9/1/13	9	1	13	9.78618289
243.58	9/1/13	9	1	14	9.786302421
243.62	9/1/13	9	1	15	9.786414995
243.67	9/1/13	9	1	16	9.786520444
243.71	9/1/13	9	1	17	9.786618599
243.75	9/1/13	9	1	18	9.786709288
243.79	9/1/13	9	1	19	9.786792338
243.83	9/1/13	9	1	20	9.786867575
243.87	9/1/13	9	1	21	9.786934822
243.92	9/1/13	9	1	22	9.786993903
243.96	9/1/13	9	1	23	9.787044638
244	9/2/13	9	2	0	9.787086846
244.04	9/2/13	9	2	1	9.787120345
244.08	9/2/13	9	2	2	9.787144952
244.12	9/2/13	9	2	3	9.787160482
244.17	9/2/13	9	2	4	9.787166747
244.21	9/2/13	9	2	5	9.787163561
244.25	9/2/13	9	2	6	9.787150732
244.29	9/2/13	9	2	7	9.787128069
244.33	9/2/13	9	2	8	9.78709538
244.37	9/2/13	9	2	9	9.787052471
244.42	9/2/13	9	2	10	9.786999145
244.46	9/2/13	9	2	11	9.786935205
244.5	9/2/13	9	2	12	9.786860451
244.54	9/2/13	9	2	13	9.786774685
244.58	9/2/13	9	2	14	9.786677703
244.62	9/2/13	9	2	15	9.786569302
244.67	9/2/13	9	2	16	9.786449276
244.71	9/2/13	9	2	17	9.78631742
244.75	9/2/13	9	2	18	9.786173525
244.79	9/2/13	9	2	19	9.786017382
244.83	9/2/13	9	2	20	9.785848778
244.87	9/2/13	9	2	21	9.785667503
244.92	9/2/13	9	2	22	9.78547334
244.96	9/2/13	9	2	23	9.785266074
245	9/3/13	9	3	0	9.785045489
245.04	9/3/13	9	3	1	9.784811365
245.08	9/3/13	9	3	2	9.784563481
245.12	9/3/13	9	3	3	9.784301616
245.17	9/3/13	9	3	4	9.784025547
245.21	9/3/13	9	3	5	9.783735048
245.25	9/3/13	9	3	6	9.783429893
245.29	9/3/13	9	3	7	9.783109853
245.33	9/3/13	9	3	8	9.7827747
245.37	9/3/13	9	3	9	9.782424202
245.42	9/3/13	9	3	10	9.782058126
245.46	9/3/13	9	3	11	9.781676238
245.5	9/3/13	9	3	12	9.781278303
245.54	9/3/13	9	3	13	9.780864083
245.58	9/3/13	9	3	14	9.780433339
245.62	9/3/13	9	3	15	9.779985832
245.67	9/3/13	9	3	16	9.779521319
245.71	9/3/13	9	3	17	9.779039556
245.75	9/3/13	9	3	18	9.7785403
245.79	9/3/13	9	3	19	9.778023304
245.83	9/3/13	9	3	20	9.777488319
245.87	9/3/13	9	3	21	9.776935096
245.92	9/3/13	9	3	22	9.776363384
245.96	9/3/13	9	3	23	9.77577293
246	9/4/13	9	4	0	9.775163481
246.04	9/4/13	9	4	1	9.774534781
246.08	9/4/13	9	4	2	9.773886573
246.12	9/4/13	9	4	3	9.773218597
246.17	9/4/13	9	4	4	9.772530594
246.21	9/4/13	9	4	5	9.771822302
246.25	9/4/13	9	4	6	9.771093458
246.29	9/4/13	9	4	7	9.770343796
246.33	9/4/13	9	4	8	9.769573052
246.37	9/4/13	9	4	9	9.768788953
246.42	9/4/13	9	4	10	9.768022586
246.46	9/4/13	9	4	11	9.767276866
246.5	9/4/13	9	4	12	9.766551532
246.54	9/4/13	9	4	13	9.765846323
246.58	9/4/13	9	4	14	9.765160981
246.62	9/4/13	9	4	15	9.764495247
246.67	9/4/13	9	4	16	9.763848867
246.71	9/4/13	9	4	17	9.763221586
246.75	9/4/13	9	4	18	9.76261315
246.79	9/4/13	9	4	19	9.76202331
246.83	9/4/13	9	4	20	9.761451815
246.87	9/4/13	9	4	21	9.760898416
246.92	9/4/13	9	4	22	9.760362868
246.96	9/4/13	9	4	23	9.759844924
247	9/5/13	9	5	0	9.759344342
247.04	9/5/13	9	5	1	9.758860879
247.08	9/5/13	9	5	2	9.758394294
247.12	9/5/13	9	5	3	9.757944349
247.17	9/5/13	9	5	4	9.757510805
247.21	9/5/13	9	5	5	9.757093427
247.25	9/5/13	9	5	6	9.75669198
247.29	9/5/13	9	5	7	9.75630623
247.33	9/5/13	9	5	8	9.755935947
247.37	9/5/13	9	5	9	9.755580901
247.42	9/5/13	9	5	10	9.755240862
247.46	9/5/13	9	5	11	9.754915604
247.5	9/5/13	9	5	12	9.754604902
247.54	9/5/13	9	5	13	9.754308531
247.58	9/5/13	9	5	14	9.754026269
247.62	9/5/13	9	5	15	9.753757895
247.67	9/5/13	9	5	16	9.753503189
247.71	9/5/13	9	5	17	9.753261935
247.75	9/5/13	9	5	18	9.753033915
247.79	9/5/13	9	5	19	9.752818914
247.83	9/5/13	9	5	20	9.75261672
247.87	9/5/13	9	5	21	9.75242712
247.92	9/5/13	9	5	22	9.752249905
247.96	9/5/13	9	5	23	9.752084864
248	9/6/13	9	6	0	9.751931792
248.04	9/6/13	9	6	1	9.751790482
248.08	9/6/13	9	6	2	9.75166073
248.12	9/6/13	9	6	3	9.751542334
248.17	9/6/13	9	6	4	9.751435092
248.21	9/6/13	9	6	5	9.751338805
248.25	9/6/13	9	6	6	9.751253273
248.29	9/6/13	9	6	7	9.751178302
248.33	9/6/13	9	6	8	9.751113696
248.37	9/6/13	9	6	9	9.75105926
248.42	9/6/13	9	6	10	9.751014804
248.46	9/6/13	9	6	11	9.750980136
248.5	9/6/13	9	6	12	9.750955067
248.54	9/6/13	9	6	13	9.75093941
248.58	9/6/13	9	6	14	9.750932979
248.62	9/6/13	9	6	15	9.750935589
248.67	9/6/13	9	6	16	9.750947058
248.71	9/6/13	9	6	17	9.750967204
248.75	9/6/13	9	6	18	9.750995846
248.79	9/6/13	9	6	19	9.751032808
248.83	9/6/13	9	6	20	9.751077911
248.87	9/6/13	9	6	21	9.75113098
248.92	9/6/13	9	6	22	9.751191841
248.96	9/6/13	9	6	23	9.751260323
249	9/7/13	9	7	0	9.751336254
249.04	9/7/13	9	7	1	9.751419465
249.08	9/7/13	9	7	2	9.751509788
249.12	9/7/13	9	7	3	9.751607056
249.17	9/7/13	9	7	4	9.751711106
249.21	9/7/13	9	7	5	9.751821774
249.25	9/7/13	9	7	6	9.751938898
249.29	9/7/13	9	7	7	9.752062317
249.33	9/7/13	9	7	8	9.752191874
249.37	9/7/13	9	7	9	9.752327411
249.42	9/7/13	9	7	10	9.752468773
249.46	9/7/13	9	7	11	9.752615804
249.5	9/7/13	9	7	12	9.752768354
249.54	9/7/13	9	7	13	9.75292627
249.58	9/7/13	9	7	14	9.753089402
249.62	9/7/13	9	7	15	9.753257604
249.67	9/7/13	9	7	16	9.753430728
249.71	9/7/13	9	7	17	9.753608629
249.75	9/7/13	9	7	18	9.753791165
249.79	9/7/13	9	7	19	9.753978192
249.83	9/7/13	9	7	20	9.75416957
249.87	9/7/13	9	7	21	9.754365161
249.92	9/7/13	9	7	22	9.754564826
249.96	9/7/13	9	7	23	9.754768431
250	9/8/13	9	8	0	9.75497584
250.04	9/8/13	9	8	1	9.755186921
250.08	9/8/13	9	8	2	9.755401543
250.12	9/8/13	9	8	3	9.755619574
250.17	9/8/13	9	8	4	9.755840888
250.21	9/8/13	9	8	5	9.756065358
250.25	9/8/13	9	8	6	9.756292857
250.29	9/8/13	9	8	7	9.756523263
250.33	9/8/13	9	8	8	9.756756453
250.37	9/8/13	9	8	9	9.756992306
250.42	9/8/13	9	8	10	9.757230703
250.46	9/8/13	9	8	11	9.757471526
250.5	9/8/13	9	8	12	9.75771466
250.54	9/8/13	9	8	13	9.757959989
250.58	9/8/13	9	8	14	9.758207401
250.62	9/8/13	9	8	15	9.758456783
250.67	9/8/13	9	8	16	9.758708025
250.71	9/8/13	9	8	17	9.75896102
250.75	9/8/13	9	8	18	9.75921566
250.79	9/8/13	9	8	19	9.759471838
250.83	9/8/13	9	8	20	9.759729452
250.87	9/8/13	9	8	21	9.759988399
250.92	9/8/13	9	8	22	9.760248578
250.96	9/8/13	9	8	23	9.760509889
251	9/9/13	9	9	0	9.760772234
251.04	9/9/13	9	9	1	9.761035517
251.08	9/9/13	9	9	2	9.761299642
251.12	9/9/13	9	9	3	9.761564517
251.17	9/9/13	9	9	4	9.76183005
251.21	9/9/13	9	9	5	9.76209615
251.25	9/9/13	9	9	6	9.762362728
