Date	Date (UTC)	Month	Day	Hour (UTC)	shell_length (cm)
26.33	1/27/13	1	27	8	0.102548125
26.37	1/27/13	1	27	9	0.102700242
26.42	1/27/13	1	27	10	0.102852347
26.46	1/27/13	1	27	11	0.103004439
26.5	1/27/13	1	27	12	0.103156519
26.54	1/27/13	1	27	13	0.103308587
26.58	1/27/13	1	27	14	0.103460643
26.62	1/27/13	1	27	15	0.103612686
26.67	1/27/13	1	27	16	0.103764719
26.71	1/27/13	1	27	17	0.103916739
26.75	1/27/13	1	27	18	0.104068749
26.79	1/27/13	1	27	19	0.104220747
26.83	1/27/13	1	27	20	0.104372735
26.87	1/27/13	1	27	21	0.104524713
26.92	1/27/13	1	27	22	0.10467668
26.96	1/27/13	1	27	23	0.104828638
27	1/28/13	1	28	0	0.104980586
27.04	1/28/13	1	28	1	0.105132525
27.08	1/28/13	1	28	2	0.105284455
27.12	1/28/13	1	28	3	0.105436377
27.17	1/28/13	1	28	4	0.105588291
27.21	1/28/13	1	28	5	0.105740197
27.25	1/28/13	1	28	6	0.105892096
27.29	1/28/13	1	28	7	0.106043987
27.33	1/28/13	1	28	8	0.106195873
27.37	1/28/13	1	28	9	0.106347752
27.42	1/28/13	1	28	10	0.106499625
27.46	1/28/13	1	28	11	0.106651494
27.5	1/28/13	1	28	12	0.106803358
27.54	1/28/13	1	28	13	0.106955217
27.58	1/28/13	1	28	14	0.107107073
27.62	1/28/13	1	28	15	0.107258925
27.67	1/28/13	1	28	16	0.107410775
27.71	1/28/13	1	28	17	0.107562622
27.75	1/28/13	1	28	18	0.107714468
27.79	1/28/13	1	28	19	0.107866313
27.83	1/28/13	1	28	20	0.108018156
27.87	1/28/13	1	28	21	0.10817
27.92	1/28/13	1	28	22	0.108321844
27.96	1/28/13	1	28	23	0.10847369
28	1/29/13	1	29	0	0.108625536
28.04	1/29/13	1	29	1	0.108777385
28.08	1/29/13	1	29	2	0.108929237
28.12	1/29/13	1	29	3	0.109081092
28.17	1/29/13	1	29	4	0.109232952
28.21	1/29/13	1	29	5	0.109384815
28.25	1/29/13	1	29	6	0.109536684
28.29	1/29/13	1	29	7	0.109688559
28.33	1/29/13	1	29	8	0.109840441
28.37	1/29/13	1	29	9	0.10999233
28.42	1/29/13	1	29	10	0.110144226
28.46	1/29/13	1	29	11	0.110296131
28.5	1/29/13	1	29	12	0.110448045
28.54	1/29/13	1	29	13	0.110599969
28.58	1/29/13	1	29	14	0.110751904
28.62	1/29/13	1	29	15	0.11090385
28.67	1/29/13	1	29	16	0.111055808
28.71	1/29/13	1	29	17	0.111207778
28.75	1/29/13	1	29	18	0.111359762
28.79	1/29/13	1	29	19	0.11151176
28.83	1/29/13	1	29	20	0.111663773
28.87	1/29/13	1	29	21	0.111815802
28.92	1/29/13	1	29	22	0.111967846
28.96	1/29/13	1	29	23	0.112119908
29	1/30/13	1	30	0	0.112271988
29.04	1/30/13	1	30	1	0.112424086
29.08	1/30/13	1	30	2	0.112576203
29.12	1/30/13	1	30	3	0.112728341
29.17	1/30/13	1	30	4	0.112880499
29.21	1/30/13	1	30	5	0.113032679
29.25	1/30/13	1	30	6	0.113184882
29.29	1/30/13	1	30	7	0.113337108
29.33	1/30/13	1	30	8	0.113489357
29.37	1/30/13	1	30	9	0.113641632
29.42	1/30/13	1	30	10	0.113793932
29.46	1/30/13	1	30	11	0.113946259
29.5	1/30/13	1	30	12	0.114098613
29.54	1/30/13	1	30	13	0.114251029
29.58	1/30/13	1	30	14	0.114403553
29.62	1/30/13	1	30	15	0.114556184
29.67	1/30/13	1	30	16	0.114708922
29.71	1/30/13	1	30	17	0.114861767
29.75	1/30/13	1	30	18	0.115014718
29.79	1/30/13	1	30	19	0.115167776
29.83	1/30/13	1	30	20	0.115320939
29.87	1/30/13	1	30	21	0.115474207
29.92	1/30/13	1	30	22	0.115627581
29.96	1/30/13	1	30	23	0.11578106
30	1/31/13	1	31	0	0.115934643
30.04	1/31/13	1	31	1	0.11608833
30.08	1/31/13	1	31	2	0.116242121
30.12	1/31/13	1	31	3	0.116396015
30.17	1/31/13	1	31	4	0.116550013
30.21	1/31/13	1	31	5	0.116704113
30.25	1/31/13	1	31	6	0.116858316
30.29	1/31/13	1	31	7	0.11701262
30.33	1/31/13	1	31	8	0.117167027
30.37	1/31/13	1	31	9	0.117321535
30.42	1/31/13	1	31	10	0.117476144
30.46	1/31/13	1	31	11	0.117630854
30.5	1/31/13	1	31	12	0.117785664
30.54	1/31/13	1	31	13	0.117940574
30.58	1/31/13	1	31	14	0.118095584
30.62	1/31/13	1	31	15	0.118250693
30.67	1/31/13	1	31	16	0.118405901
30.71	1/31/13	1	31	17	0.118561208
30.75	1/31/13	1	31	18	0.118716613
30.79	1/31/13	1	31	19	0.118872117
30.83	1/31/13	1	31	20	0.119027717
30.87	1/31/13	1	31	21	0.119183415
30.92	1/31/13	1	31	22	0.11933921
30.96	1/31/13	1	31	23	0.119495102
31	2/1/13	2	1	0	0.11965109
31.04	2/1/13	2	1	1	0.119807174
31.08	2/1/13	2	1	2	0.119963353
31.12	2/1/13	2	1	3	0.120119627
31.17	2/1/13	2	1	4	0.120275997
31.21	2/1/13	2	1	5	0.120432461
31.25	2/1/13	2	1	6	0.120589019
31.29	2/1/13	2	1	7	0.12074567
31.33	2/1/13	2	1	8	0.120902415
31.37	2/1/13	2	1	9	0.121059254
31.42	2/1/13	2	1	10	0.121216185
31.46	2/1/13	2	1	11	0.121373208
31.5	2/1/13	2	1	12	0.121530323
31.54	2/1/13	2	1	13	0.121687531
31.58	2/1/13	2	1	14	0.121844829
31.62	2/1/13	2	1	15	0.122002218
31.67	2/1/13	2	1	16	0.122159698
31.71	2/1/13	2	1	17	0.122317269
31.75	2/1/13	2	1	18	0.122474929
31.79	2/1/13	2	1	19	0.122632679
31.83	2/1/13	2	1	20	0.122790518
31.87	2/1/13	2	1	21	0.122948446
31.92	2/1/13	2	1	22	0.123106462
31.96	2/1/13	2	1	23	0.123264566
32	2/2/13	2	2	0	0.123422759
32.04	2/2/13	2	2	1	0.123581039
32.08	2/2/13	2	2	2	0.123739406
32.12	2/2/13	2	2	3	0.123897859
32.17	2/2/13	2	2	4	0.124056399
32.21	2/2/13	2	2	5	0.124215025
32.25	2/2/13	2	2	6	0.124373737
32.29	2/2/13	2	2	7	0.124532534
32.33	2/2/13	2	2	8	0.124691417
32.37	2/2/13	2	2	9	0.124850383
32.42	2/2/13	2	2	10	0.125009434
32.46	2/2/13	2	2	11	0.125168569
32.5	2/2/13	2	2	12	0.125327788
32.54	2/2/13	2	2	13	0.12548709
32.58	2/2/13	2	2	14	0.125646475
32.62	2/2/13	2	2	15	0.125805942
32.67	2/2/13	2	2	16	0.125965491
32.71	2/2/13	2	2	17	0.126125123
32.75	2/2/13	2	2	18	0.126284835
32.79	2/2/13	2	2	19	0.126444629
32.83	2/2/13	2	2	20	0.126604504
32.87	2/2/13	2	2	21	0.126764459
32.92	2/2/13	2	2	22	0.126924494
32.96	2/2/13	2	2	23	0.127084609
33	2/3/13	2	3	0	0.127244804
33.04	2/3/13	2	3	1	0.127405077
33.08	2/3/13	2	3	2	0.127565429
33.12	2/3/13	2	3	3	0.12772586
33.17	2/3/13	2	3	4	0.127886368
33.21	2/3/13	2	3	5	0.128046955
33.25	2/3/13	2	3	6	0.128207618
33.29	2/3/13	2	3	7	0.128368359
33.33	2/3/13	2	3	8	0.128529176
33.37	2/3/13	2	3	9	0.128690069
33.42	2/3/13	2	3	10	0.128851038
33.46	2/3/13	2	3	11	0.129012083
33.5	2/3/13	2	3	12	0.129173203
33.54	2/3/13	2	3	13	0.129334398
33.58	2/3/13	2	3	14	0.129495668
33.62	2/3/13	2	3	15	0.129657012
33.67	2/3/13	2	3	16	0.129818429
33.71	2/3/13	2	3	17	0.129979921
33.75	2/3/13	2	3	18	0.130141485
33.79	2/3/13	2	3	19	0.130303122
33.83	2/3/13	2	3	20	0.130464832
33.87	2/3/13	2	3	21	0.130626614
33.92	2/3/13	2	3	22	0.130788468
33.96	2/3/13	2	3	23	0.130950393
34	2/4/13	2	4	0	0.13111239
34.04	2/4/13	2	4	1	0.131274457
34.08	2/4/13	2	4	2	0.131436595
34.12	2/4/13	2	4	3	0.131598802
34.17	2/4/13	2	4	4	0.13176108
34.21	2/4/13	2	4	5	0.131923427
34.25	2/4/13	2	4	6	0.132085844
34.29	2/4/13	2	4	7	0.132248329
34.33	2/4/13	2	4	8	0.132410883
34.37	2/4/13	2	4	9	0.132573504
34.42	2/4/13	2	4	10	0.132736194
34.46	2/4/13	2	4	11	0.132898951
34.5	2/4/13	2	4	12	0.133061775
34.54	2/4/13	2	4	13	0.133224666
34.58	2/4/13	2	4	14	0.133387624
34.62	2/4/13	2	4	15	0.133550647
34.67	2/4/13	2	4	16	0.133713737
34.71	2/4/13	2	4	17	0.133876892
34.75	2/4/13	2	4	18	0.134040112
34.79	2/4/13	2	4	19	0.134203397
34.83	2/4/13	2	4	20	0.134366746
34.87	2/4/13	2	4	21	0.13453016
34.92	2/4/13	2	4	22	0.134693637
34.96	2/4/13	2	4	23	0.134857178
35	2/5/13	2	5	0	0.135020782
35.04	2/5/13	2	5	1	0.13518445
35.08	2/5/13	2	5	2	0.135348179
35.12	2/5/13	2	5	3	0.135511971
35.17	2/5/13	2	5	4	0.135675825
35.21	2/5/13	2	5	5	0.13583974
35.25	2/5/13	2	5	6	0.136003717
35.29	2/5/13	2	5	7	0.136167755
35.33	2/5/13	2	5	8	0.136331853
35.37	2/5/13	2	5	9	0.136496012
35.42	2/5/13	2	5	10	0.13666023
35.46	2/5/13	2	5	11	0.136824509
35.5	2/5/13	2	5	12	0.136988846
35.54	2/5/13	2	5	13	0.137153243
35.58	2/5/13	2	5	14	0.137317698
35.62	2/5/13	2	5	15	0.137482212
35.67	2/5/13	2	5	16	0.137646784
35.71	2/5/13	2	5	17	0.137811414
35.75	2/5/13	2	5	18	0.137976101
35.79	2/5/13	2	5	19	0.138140846
35.83	2/5/13	2	5	20	0.138305647
35.87	2/5/13	2	5	21	0.138470505
35.92	2/5/13	2	5	22	0.138635423
35.96	2/5/13	2	5	23	0.138800406
36	2/6/13	2	6	0	0.138965453
36.04	2/6/13	2	6	1	0.139130564
36.08	2/6/13	2	6	2	0.13929574
36.12	2/6/13	2	6	3	0.139460979
36.17	2/6/13	2	6	4	0.139626281
36.21	2/6/13	2	6	5	0.139791647
36.25	2/6/13	2	6	6	0.139957075
36.29	2/6/13	2	6	7	0.140122566
36.33	2/6/13	2	6	8	0.140288119
36.37	2/6/13	2	6	9	0.140453734
36.42	2/6/13	2	6	10	0.140619411
36.46	2/6/13	2	6	11	0.140785149
36.5	2/6/13	2	6	12	0.140950949
36.54	2/6/13	2	6	13	0.141116809
36.58	2/6/13	2	6	14	0.141282729
36.62	2/6/13	2	6	15	0.14144871
36.67	2/6/13	2	6	16	0.141614751
36.71	2/6/13	2	6	17	0.141780851
36.75	2/6/13	2	6	18	0.14194701
36.79	2/6/13	2	6	19	0.142113227
36.83	2/6/13	2	6	20	0.142279504
36.87	2/6/13	2	6	21	0.142445838
36.92	2/6/13	2	6	22	0.14261223
36.96	2/6/13	2	6	23	0.142778679
37	2/7/13	2	7	0	0.142945185
37.04	2/7/13	2	7	1	0.143111748
37.08	2/7/13	2	7	2	0.143278367
37.12	2/7/13	2	7	3	0.143445042
37.17	2/7/13	2	7	4	0.143611772
37.21	2/7/13	2	7	5	0.143778557
37.25	2/7/13	2	7	6	0.143945397
37.29	2/7/13	2	7	7	0.144112291
37.33	2/7/13	2	7	8	0.144279239
37.37	2/7/13	2	7	9	0.144446241
37.42	2/7/13	2	7	10	0.144613295
37.46	2/7/13	2	7	11	0.144780402
37.5	2/7/13	2	7	12	0.144947561
37.54	2/7/13	2	7	13	0.145114772
37.58	2/7/13	2	7	14	0.145282034
37.62	2/7/13	2	7	15	0.145449347
37.67	2/7/13	2	7	16	0.14561671
37.71	2/7/13	2	7	17	0.145784124
37.75	2/7/13	2	7	18	0.145951587
37.79	2/7/13	2	7	19	0.146119099
37.83	2/7/13	2	7	20	0.146286659
37.87	2/7/13	2	7	21	0.146454268
37.92	2/7/13	2	7	22	0.146621925
37.96	2/7/13	2	7	23	0.146789629
38	2/8/13	2	8	0	0.146957379
38.04	2/8/13	2	8	1	0.147125176
38.08	2/8/13	2	8	2	0.147293019
38.12	2/8/13	2	8	3	0.147460907
38.17	2/8/13	2	8	4	0.14762884
38.21	2/8/13	2	8	5	0.147796817
38.25	2/8/13	2	8	6	0.147964839
38.29	2/8/13	2	8	7	0.148132904
38.33	2/8/13	2	8	8	0.148301011
38.37	2/8/13	2	8	9	0.148469162
38.42	2/8/13	2	8	10	0.148637354
38.46	2/8/13	2	8	11	0.148805588
38.5	2/8/13	2	8	12	0.148973862
38.54	2/8/13	2	8	13	0.149142177
38.58	2/8/13	2	8	14	0.149310532
38.62	2/8/13	2	8	15	0.149478927
38.67	2/8/13	2	8	16	0.14964736
38.71	2/8/13	2	8	17	0.149815832
38.75	2/8/13	2	8	18	0.149984342
38.79	2/8/13	2	8	19	0.150152889
38.83	2/8/13	2	8	20	0.150321473
38.87	2/8/13	2	8	21	0.150490093
38.92	2/8/13	2	8	22	0.150658749
38.96	2/8/13	2	8	23	0.15082744
39	2/9/13	2	9	0	0.150996166
39.04	2/9/13	2	9	1	0.151164927
39.08	2/9/13	2	9	2	0.15133372
39.12	2/9/13	2	9	3	0.151502547
39.17	2/9/13	2	9	4	0.151671389
39.21	2/9/13	2	9	5	0.151840142
39.25	2/9/13	2	9	6	0.152008805
39.29	2/9/13	2	9	7	0.152177397
39.33	2/9/13	2	9	8	0.152345934
39.37	2/9/13	2	9	9	0.152514432
39.42	2/9/13	2	9	10	0.152682906
39.46	2/9/13	2	9	11	0.152851368
39.5	2/9/13	2	9	12	0.153019832
39.54	2/9/13	2	9	13	0.153188308
39.58	2/9/13	2	9	14	0.153356808
39.62	2/9/13	2	9	15	0.153525339
39.67	2/9/13	2	9	16	0.15369391
39.71	2/9/13	2	9	17	0.153862528
39.75	2/9/13	2	9	18	0.154031199
39.79	2/9/13	2	9	19	0.154199928
39.83	2/9/13	2	9	20	0.154368719
39.87	2/9/13	2	9	21	0.154537575
39.92	2/9/13	2	9	22	0.154706498
39.96	2/9/13	2	9	23	0.15487549
40	2/10/13	2	10	0	0.15504455
40.04	2/10/13	2	10	1	0.155213677
40.08	2/10/13	2	10	2	0.15538287
40.12	2/10/13	2	10	3	0.155552127
40.17	2/10/13	2	10	4	0.155721442
40.21	2/10/13	2	10	5	0.155890813
40.25	2/10/13	2	10	6	0.156060233
40.29	2/10/13	2	10	7	0.156229696
40.33	2/10/13	2	10	8	0.156399195
40.37	2/10/13	2	10	9	0.156568722
40.42	2/10/13	2	10	10	0.156738267
40.46	2/10/13	2	10	11	0.156907823
40.5	2/10/13	2	10	12	0.157077376
40.54	2/10/13	2	10	13	0.157246917
40.58	2/10/13	2	10	14	0.157416433
40.62	2/10/13	2	10	15	0.157585911
40.67	2/10/13	2	10	16	0.157755337
40.71	2/10/13	2	10	17	0.157924695
40.75	2/10/13	2	10	18	0.158093972
40.79	2/10/13	2	10	19	0.158263151
40.83	2/10/13	2	10	20	0.158432214
40.87	2/10/13	2	10	21	0.158601144
40.92	2/10/13	2	10	22	0.158769922
40.96	2/10/13	2	10	23	0.158938529
41	2/11/13	2	11	0	0.159106946
41.04	2/11/13	2	11	1	0.159275151
41.08	2/11/13	2	11	2	0.159443122
41.12	2/11/13	2	11	3	0.159610839
41.17	2/11/13	2	11	4	0.159778277
41.21	2/11/13	2	11	5	0.159945414
41.25	2/11/13	2	11	6	0.160112224
41.29	2/11/13	2	11	7	0.160278684
41.33	2/11/13	2	11	8	0.160444768
41.37	2/11/13	2	11	9	0.160610448
41.42	2/11/13	2	11	10	0.160775699
41.46	2/11/13	2	11	11	0.160940493
41.5	2/11/13	2	11	12	0.1611048
41.54	2/11/13	2	11	13	0.161268594
41.58	2/11/13	2	11	14	0.161431843
41.62	2/11/13	2	11	15	0.161594045
41.67	2/11/13	2	11	16	0.161754654
41.71	2/11/13	2	11	17	0.161913831
41.75	2/11/13	2	11	18	0.162071732
41.79	2/11/13	2	11	19	0.162228508
41.83	2/11/13	2	11	20	0.162384302
41.87	2/11/13	2	11	21	0.162539251
41.92	2/11/13	2	11	22	0.162693485
41.96	2/11/13	2	11	23	0.162847129
42	2/12/13	2	12	0	0.1630003
42.04	2/12/13	2	12	1	0.163153109
42.08	2/12/13	2	12	2	0.163305662
42.12	2/12/13	2	12	3	0.163458056
42.17	2/12/13	2	12	4	0.163610385
42.21	2/12/13	2	12	5	0.163762736
42.25	2/12/13	2	12	6	0.163915188
42.29	2/12/13	2	12	7	0.164067816
42.33	2/12/13	2	12	8	0.16422069
42.37	2/12/13	2	12	9	0.164373871
42.42	2/12/13	2	12	10	0.164527416
42.46	2/12/13	2	12	11	0.164681378
42.5	2/12/13	2	12	12	0.164835801
42.54	2/12/13	2	12	13	0.164990725
42.58	2/12/13	2	12	14	0.165146184
42.62	2/12/13	2	12	15	0.165302207
42.67	2/12/13	2	12	16	0.165458817
42.71	2/12/13	2	12	17	0.165616032
42.75	2/12/13	2	12	18	0.165773863
42.79	2/12/13	2	12	19	0.165932318
42.83	2/12/13	2	12	20	0.166091398
42.87	2/12/13	2	12	21	0.166251099
42.92	2/12/13	2	12	22	0.166411413
42.96	2/12/13	2	12	23	0.166572325
43	2/13/13	2	13	0	0.166733816
43.04	2/13/13	2	13	1	0.166895861
43.08	2/13/13	2	13	2	0.167058432
43.12	2/13/13	2	13	3	0.167221493
43.17	2/13/13	2	13	4	0.167385007
43.21	2/13/13	2	13	5	0.167548928
43.25	2/13/13	2	13	6	0.167713208
43.29	2/13/13	2	13	7	0.167877793
43.33	2/13/13	2	13	8	0.168042625
43.37	2/13/13	2	13	9	0.168207641
43.42	2/13/13	2	13	10	0.168372773
43.46	2/13/13	2	13	11	0.168537949
43.5	2/13/13	2	13	12	0.168703092
43.54	2/13/13	2	13	13	0.168868121
43.58	2/13/13	2	13	14	0.16903295
43.62	2/13/13	2	13	15	0.169197489
43.67	2/13/13	2	13	16	0.169361645
43.71	2/13/13	2	13	17	0.169525318
43.75	2/13/13	2	13	18	0.169688405
43.79	2/13/13	2	13	19	0.169850799
43.83	2/13/13	2	13	20	0.170012389
43.87	2/13/13	2	13	21	0.170173059
43.92	2/13/13	2	13	22	0.17033269
43.96	2/13/13	2	13	23	0.170491157
44	2/14/13	2	14	0	0.170648334
44.04	2/14/13	2	14	1	0.170804188
44.08	2/14/13	2	14	2	0.170959855
44.12	2/14/13	2	14	3	0.171115688
44.17	2/14/13	2	14	4	0.171271689
44.21	2/14/13	2	14	5	0.171427859
44.25	2/14/13	2	14	6	0.171584199
44.29	2/14/13	2	14	7	0.17174071
44.33	2/14/13	2	14	8	0.171897395
44.37	2/14/13	2	14	9	0.172054253
44.42	2/14/13	2	14	10	0.172211285
44.46	2/14/13	2	14	11	0.172368493
44.5	2/14/13	2	14	12	0.172525877
44.54	2/14/13	2	14	13	0.172683438
44.58	2/14/13	2	14	14	0.172841177
44.62	2/14/13	2	14	15	0.172999093
44.67	2/14/13	2	14	16	0.173157187
44.71	2/14/13	2	14	17	0.17331546
44.75	2/14/13	2	14	18	0.173473912
44.79	2/14/13	2	14	19	0.173632542
44.83	2/14/13	2	14	20	0.173791351
44.87	2/14/13	2	14	21	0.173950339
44.92	2/14/13	2	14	22	0.174109506
44.96	2/14/13	2	14	23	0.174268851
45	2/15/13	2	15	0	0.174428374
45.04	2/15/13	2	15	1	0.174588075
45.08	2/15/13	2	15	2	0.174747954
45.12	2/15/13	2	15	3	0.174908009
45.17	2/15/13	2	15	4	0.17506824
45.21	2/15/13	2	15	5	0.175228647
45.25	2/15/13	2	15	6	0.175389228
45.29	2/15/13	2	15	7	0.175549984
45.33	2/15/13	2	15	8	0.175710912
45.37	2/15/13	2	15	9	0.175872012
45.42	2/15/13	2	15	10	0.176033283
45.46	2/15/13	2	15	11	0.176194724
45.5	2/15/13	2	15	12	0.176356333
45.54	2/15/13	2	15	13	0.176518109
45.58	2/15/13	2	15	14	0.176680051
45.62	2/15/13	2	15	15	0.176842158
45.67	2/15/13	2	15	16	0.177004427
45.71	2/15/13	2	15	17	0.177166858
45.75	2/15/13	2	15	18	0.177329448
45.79	2/15/13	2	15	19	0.177492197
45.83	2/15/13	2	15	20	0.177655101
45.87	2/15/13	2	15	21	0.17781816
45.92	2/15/13	2	15	22	0.177981371
45.96	2/15/13	2	15	23	0.178144733
46	2/16/13	2	16	0	0.178308243
46.04	2/16/13	2	16	1	0.178471899
46.08	2/16/13	2	16	2	0.178635699
46.12	2/16/13	2	16	3	0.178799642
46.17	2/16/13	2	16	4	0.178963723
46.21	2/16/13	2	16	5	0.179127942
46.25	2/16/13	2	16	6	0.179292296
46.29	2/16/13	2	16	7	0.179456782
46.33	2/16/13	2	16	8	0.179621398
46.37	2/16/13	2	16	9	0.179786148
46.42	2/16/13	2	16	10	0.17995105
46.46	2/16/13	2	16	11	0.180116104
46.5	2/16/13	2	16	12	0.180281308
46.54	2/16/13	2	16	13	0.180446661
46.58	2/16/13	2	16	14	0.180612163
46.62	2/16/13	2	16	15	0.180777813
46.67	2/16/13	2	16	16	0.180943608
46.71	2/16/13	2	16	17	0.181109548
46.75	2/16/13	2	16	18	0.181275633
46.79	2/16/13	2	16	19	0.18144186
46.83	2/16/13	2	16	20	0.18160823
46.87	2/16/13	2	16	21	0.18177474
46.92	2/16/13	2	16	22	0.18194139
46.96	2/16/13	2	16	23	0.182108179
47	2/17/13	2	17	0	0.182275106
47.04	2/17/13	2	17	1	0.18244217
47.08	2/17/13	2	17	2	0.182609369
47.12	2/17/13	2	17	3	0.182776704
47.17	2/17/13	2	17	4	0.182944172
47.21	2/17/13	2	17	5	0.183111774
47.25	2/17/13	2	17	6	0.183279508
47.29	2/17/13	2	17	7	0.183447373
47.33	2/17/13	2	17	8	0.183615369
47.37	2/17/13	2	17	9	0.183783494
47.42	2/17/13	2	17	10	0.183951747
47.46	2/17/13	2	17	11	0.184120128
47.5	2/17/13	2	17	12	0.184288636
47.54	2/17/13	2	17	13	0.184457271
47.58	2/17/13	2	17	14	0.18462603
47.62	2/17/13	2	17	15	0.184794914
47.67	2/17/13	2	17	16	0.184963921
47.71	2/17/13	2	17	17	0.185133051
47.75	2/17/13	2	17	18	0.185302303
47.79	2/17/13	2	17	19	0.185471676
47.83	2/17/13	2	17	20	0.18564117
47.87	2/17/13	2	17	21	0.185810783
47.92	2/17/13	2	17	22	0.185980516
47.96	2/17/13	2	17	23	0.186150366
48	2/18/13	2	18	0	0.186320334
48.04	2/18/13	2	18	1	0.186490419
48.08	2/18/13	2	18	2	0.18666062
48.12	2/18/13	2	18	3	0.186830936
48.17	2/18/13	2	18	4	0.187001367
48.21	2/18/13	2	18	5	0.187171911
48.25	2/18/13	2	18	6	0.18734257
48.29	2/18/13	2	18	7	0.18751334
48.33	2/18/13	2	18	8	0.187684223
48.37	2/18/13	2	18	9	0.187855218
48.42	2/18/13	2	18	10	0.188026323
48.46	2/18/13	2	18	11	0.188197538
48.5	2/18/13	2	18	12	0.188368863
48.54	2/18/13	2	18	13	0.188540297
48.58	2/18/13	2	18	14	0.188711839
48.62	2/18/13	2	18	15	0.188883489
48.67	2/18/13	2	18	16	0.189055246
48.71	2/18/13	2	18	17	0.18922711
48.75	2/18/13	2	18	18	0.18939908
48.79	2/18/13	2	18	19	0.189571155
48.83	2/18/13	2	18	20	0.189743336
48.87	2/18/13	2	18	21	0.189915621
48.92	2/18/13	2	18	22	0.19008801
48.96	2/18/13	2	18	23	0.190260503
49	2/19/13	2	19	0	0.190433098
49.04	2/19/13	2	19	1	0.190605796
49.08	2/19/13	2	19	2	0.190778596
49.12	2/19/13	2	19	3	0.190951498
49.17	2/19/13	2	19	4	0.1911245
49.21	2/19/13	2	19	5	0.191297604
49.25	2/19/13	2	19	6	0.191470807
49.29	2/19/13	2	19	7	0.19164411
49.33	2/19/13	2	19	8	0.191817513
49.37	2/19/13	2	19	9	0.191991014
49.42	2/19/13	2	19	10	0.192164614
49.46	2/19/13	2	19	11	0.192338312
49.5	2/19/13	2	19	12	0.192512107
49.54	2/19/13	2	19	13	0.192686
49.58	2/19/13	2	19	14	0.19285999
49.62	2/19/13	2	19	15	0.193034076
49.67	2/19/13	2	19	16	0.193208258
49.71	2/19/13	2	19	17	0.193382536
49.75	2/19/13	2	19	18	0.193556909
49.79	2/19/13	2	19	19	0.193731378
49.83	2/19/13	2	19	20	0.193905941
49.87	2/19/13	2	19	21	0.194080598
49.92	2/19/13	2	19	22	0.19425535
49.96	2/19/13	2	19	23	0.194430195
50	2/20/13	2	20	0	0.194605134
50.04	2/20/13	2	20	1	0.194780166
50.08	2/20/13	2	20	2	0.194955291
50.12	2/20/13	2	20	3	0.195130508
50.17	2/20/13	2	20	4	0.195305817
50.21	2/20/13	2	20	5	0.195481219
50.25	2/20/13	2	20	6	0.195656712
50.29	2/20/13	2	20	7	0.195832296
50.33	2/20/13	2	20	8	0.196007972
50.37	2/20/13	2	20	9	0.196183739
50.42	2/20/13	2	20	10	0.196359596
50.46	2/20/13	2	20	11	0.196535544
50.5	2/20/13	2	20	12	0.196711582
50.54	2/20/13	2	20	13	0.19688771
50.58	2/20/13	2	20	14	0.197063928
50.62	2/20/13	2	20	15	0.197240236
50.67	2/20/13	2	20	16	0.197416633
50.71	2/20/13	2	20	17	0.197593119
50.75	2/20/13	2	20	18	0.197769694
50.79	2/20/13	2	20	19	0.197946357
50.83	2/20/13	2	20	20	0.19812311
50.87	2/20/13	2	20	21	0.198299951
50.92	2/20/13	2	20	22	0.19847688
50.96	2/20/13	2	20	23	0.198653897
51	2/21/13	2	21	0	0.198831002
51.04	2/21/13	2	21	1	0.199008195
51.08	2/21/13	2	21	2	0.199185476
51.12	2/21/13	2	21	3	0.199362844
51.17	2/21/13	2	21	4	0.199540299
51.21	2/21/13	2	21	5	0.199717842
51.25	2/21/13	2	21	6	0.199895472
51.29	2/21/13	2	21	7	0.200073189
51.33	2/21/13	2	21	8	0.200250993
51.37	2/21/13	2	21	9	0.200428883
51.42	2/21/13	2	21	10	0.20060686
51.46	2/21/13	2	21	11	0.200784924
51.5	2/21/13	2	21	12	0.200963075
51.54	2/21/13	2	21	13	0.201141312
51.58	2/21/13	2	21	14	0.201319635
51.62	2/21/13	2	21	15	0.201498044
51.67	2/21/13	2	21	16	0.20167654
51.71	2/21/13	2	21	17	0.201855122
51.75	2/21/13	2	21	18	0.20203379
51.79	2/21/13	2	21	19	0.202212543
51.83	2/21/13	2	21	20	0.202391374
51.87	2/21/13	2	21	21	0.20257028
51.92	2/21/13	2	21	22	0.202749261
51.96	2/21/13	2	21	23	0.202928315
52	2/22/13	2	22	0	0.203107442
52.04	2/22/13	2	22	1	0.203286642
52.08	2/22/13	2	22	2	0.203465913
52.12	2/22/13	2	22	3	0.203645256
52.17	2/22/13	2	22	4	0.203824669
52.21	2/22/13	2	22	5	0.204004152
52.25	2/22/13	2	22	6	0.204183703
52.29	2/22/13	2	22	7	0.204363324
52.33	2/22/13	2	22	8	0.204543012
52.37	2/22/13	2	22	9	0.204722768
52.42	2/22/13	2	22	10	0.20490259
52.46	2/22/13	2	22	11	0.205082478
52.5	2/22/13	2	22	12	0.205262432
52.54	2/22/13	2	22	13	0.205442451
52.58	2/22/13	2	22	14	0.205622534
52.62	2/22/13	2	22	15	0.205802681
52.67	2/22/13	2	22	16	0.205982891
52.71	2/22/13	2	22	17	0.206163164
52.75	2/22/13	2	22	18	0.206343499
52.79	2/22/13	2	22	19	0.206523895
52.83	2/22/13	2	22	20	0.206704353
